Sequence_ID,Original_Instance_Type,Noisy_Instance_Type,Original_Instance_ID,Noisy_Instance_ID,Original_Encoded,Noisy_Encoded,Label_Changed,ID_Changed
576,t2.medium,t2.small,i-t2-medium-3423e812,i-t2-small-3527587b,8,11,True,True
577,t2.medium,t2.medium,i-t2-medium-afe2ff39,i-t2-medium-afe2ff39,8,8,False,False
578,t2.medium,t2.nano,i-t2-medium-5a5e821d,i-t2-nano-dd8de458,8,10,True,True
579,t2.medium,t2.medium,i-t2-medium-9cc07044,i-t2-medium-9cc07044,8,8,False,False
580,t2.medium,t2.medium,i-t2-medium-be909b8b,i-t2-medium-be909b8b,8,8,False,False
581,t2.medium,t2.medium,i-t2-medium-f8c74f9e,i-t2-medium-f8c74f9e,8,8,False,False
582,t2.medium,t2.medium,i-t2-medium-42b5e3d1,i-t2-medium-42b5e3d1,8,8,False,False
583,t2.medium,t2.medium,i-t2-medium-e72d9cb2,i-t2-medium-e72d9cb2,8,8,False,False
584,t2.medium,t2.medium,i-t2-medium-e23bf641,i-t2-medium-e23bf641,8,8,False,False
585,t2.medium,t2.medium,i-t2-medium-10b70351,i-t2-medium-10b70351,8,8,False,False
586,t2.medium,t2.medium,i-t2-medium-e55cf042,i-t2-medium-e55cf042,8,8,False,False
587,t2.medium,t2.medium,i-t2-medium-080070cf,i-t2-medium-080070cf,8,8,False,False
588,t2.medium,t2.medium,i-t2-medium-1545f771,i-t2-medium-1545f771,8,8,False,False
589,t2.medium,t2.medium,i-t2-medium-495a38a2,i-t2-medium-495a38a2,8,8,False,False
590,t2.medium,t2.medium,i-t2-medium-efc3c900,i-t2-medium-efc3c900,8,8,False,False
591,t2.medium,t2.medium,i-t2-medium-eff2cf1f,i-t2-medium-eff2cf1f,8,8,False,False
592,t2.medium,t2.medium,i-t2-medium-e0c82101,i-t2-medium-e0c82101,8,8,False,False
593,t2.medium,t2.medium,i-t2-medium-3be8cc00,i-t2-medium-3be8cc00,8,8,False,False
594,t2.medium,t2.medium,i-t2-medium-1863198e,i-t2-medium-1863198e,8,8,False,False
595,t2.medium,t2.medium,i-t2-medium-3a443da5,i-t2-medium-3a443da5,8,8,False,False
596,t2.medium,t2.medium,i-t2-medium-ee71b6f9,i-t2-medium-ee71b6f9,8,8,False,False
597,t2.medium,t2.medium,i-t2-medium-8a87f261,i-t2-medium-8a87f261,8,8,False,False
598,t2.medium,t2.micro,i-t2-medium-46e9d609,i-t2-micro-381ea074,8,9,True,True
599,t2.medium,t2.medium,i-t2-medium-54bd6f28,i-t2-medium-54bd6f28,8,8,False,False
600,t3.nano,t3.nano,i-t3-nano-95d18f05,i-t3-nano-95d18f05,13,13,False,False
601,t3.nano,t3.nano,i-t3-nano-ee824a1a,i-t3-nano-ee824a1a,13,13,False,False
602,t3.nano,t3.nano,i-t3-nano-3d2064e2,i-t3-nano-3d2064e2,13,13,False,False
603,t3.nano,t3.nano,i-t3-nano-0fd8731c,i-t3-nano-0fd8731c,13,13,False,False
604,t3.nano,t3.nano,i-t3-nano-12491a57,i-t3-nano-12491a57,13,13,False,False
605,t3.nano,t3.nano,i-t3-nano-b0b46db2,i-t3-nano-b0b46db2,13,13,False,False
606,t3.nano,t3.nano,i-t3-nano-2c8642e6,i-t3-nano-2c8642e6,13,13,False,False
607,t3.nano,t3.nano,i-t3-nano-b8f61d20,i-t3-nano-b8f61d20,13,13,False,False
608,t3.nano,t3.nano,i-t3-nano-8da14176,i-t3-nano-8da14176,13,13,False,False
609,t3.nano,t3.nano,i-t3-nano-913c400d,i-t3-nano-913c400d,13,13,False,False
610,t3.nano,t3.nano,i-t3-nano-e8bc657f,i-t3-nano-e8bc657f,13,13,False,False
611,t3.nano,t3.nano,i-t3-nano-a24a67dd,i-t3-nano-a24a67dd,13,13,False,False
612,t3.nano,t3.nano,i-t3-nano-c3f9f5af,i-t3-nano-c3f9f5af,13,13,False,False
613,t3.nano,t3.nano,i-t3-nano-10a04316,i-t3-nano-10a04316,13,13,False,False
614,t3.nano,t3.nano,i-t3-nano-557c1ecd,i-t3-nano-557c1ecd,13,13,False,False
615,t3.nano,t3.nano,i-t3-nano-89a7af95,i-t3-nano-89a7af95,13,13,False,False
616,t3.nano,t3.nano,i-t3-nano-a9c2ee2e,i-t3-nano-a9c2ee2e,13,13,False,False
617,t3.nano,t3.nano,i-t3-nano-ee3b43a1,i-t3-nano-ee3b43a1,13,13,False,False
618,t3.nano,t3.nano,i-t3-nano-0a0d1168,i-t3-nano-0a0d1168,13,13,False,False
619,t3.nano,t3.nano,i-t3-nano-dc6bd117,i-t3-nano-dc6bd117,13,13,False,False
620,t3.nano,t2.micro,i-t3-nano-4e323422,i-t2-micro-34c9f9e1,13,9,True,True
621,t3.nano,t3.nano,i-t3-nano-86017d36,i-t3-nano-86017d36,13,13,False,False
622,t3.nano,t3.nano,i-t3-nano-7cbd225e,i-t3-nano-7cbd225e,13,13,False,False
623,t3.nano,t3.nano,i-t3-nano-1a9280a2,i-t3-nano-1a9280a2,13,13,False,False
624,t3.nano,t2.small,i-t3-nano-683b3545,i-t2-small-9a865652,13,11,True,True
625,t3.nano,t3.nano,i-t3-nano-696a463f,i-t3-nano-696a463f,13,13,False,False
626,t3.nano,t3.nano,i-t3-nano-ffe765ff,i-t3-nano-ffe765ff,13,13,False,False
627,t3.nano,t3.nano,i-t3-nano-a33d9139,i-t3-nano-a33d9139,13,13,False,False
628,t3.nano,t3.nano,i-t3-nano-144e8805,i-t3-nano-144e8805,13,13,False,False
629,t3.nano,t3.nano,i-t3-nano-26dc032f,i-t3-nano-26dc032f,13,13,False,False
630,t3.nano,t3.nano,i-t3-nano-0a898ded,i-t3-nano-0a898ded,13,13,False,False
631,t3.nano,t3.nano,i-t3-nano-092ed79d,i-t3-nano-092ed79d,13,13,False,False
632,t3.nano,t3.nano,i-t3-nano-0cacabc6,i-t3-nano-0cacabc6,13,13,False,False
633,t3.nano,t3.nano,i-t3-nano-cc8cd73c,i-t3-nano-cc8cd73c,13,13,False,False
634,t3.nano,t3.nano,i-t3-nano-ac715e34,i-t3-nano-ac715e34,13,13,False,False
635,t3.nano,t3.nano,i-t3-nano-dcab24d1,i-t3-nano-dcab24d1,13,13,False,False
636,t3.nano,t3.nano,i-t3-nano-e8aaf747,i-t3-nano-e8aaf747,13,13,False,False
637,t3.nano,t3.nano,i-t3-nano-5381aeac,i-t3-nano-5381aeac,13,13,False,False
638,t3.nano,t3.nano,i-t3-nano-6271bb0f,i-t3-nano-6271bb0f,13,13,False,False
639,t3.nano,t3.nano,i-t3-nano-907a066e,i-t3-nano-907a066e,13,13,False,False
640,t3.nano,t3.nano,i-t3-nano-8ddf01c5,i-t3-nano-8ddf01c5,13,13,False,False
641,t3.nano,t3.nano,i-t3-nano-18462d19,i-t3-nano-18462d19,13,13,False,False
642,t3.nano,t3.nano,i-t3-nano-542372cb,i-t3-nano-542372cb,13,13,False,False
643,t3.nano,t3.nano,i-t3-nano-9db1eacf,i-t3-nano-9db1eacf,13,13,False,False
644,t3.nano,t3.nano,i-t3-nano-7d516d45,i-t3-nano-7d516d45,13,13,False,False
645,t3.nano,t3.nano,i-t3-nano-4b410938,i-t3-nano-4b410938,13,13,False,False
646,t3.nano,t3.nano,i-t3-nano-d9b15d19,i-t3-nano-d9b15d19,13,13,False,False
647,t3.nano,t3.nano,i-t3-nano-f1fb1442,i-t3-nano-f1fb1442,13,13,False,False
648,t3.nano,t3.nano,i-t3-nano-a690243a,i-t3-nano-a690243a,13,13,False,False
649,t3.nano,t3.nano,i-t3-nano-138aacf9,i-t3-nano-138aacf9,13,13,False,False
650,t3.nano,t3.nano,i-t3-nano-b4efe841,i-t3-nano-b4efe841,13,13,False,False
651,t3.nano,t3.nano,i-t3-nano-3c20d894,i-t3-nano-3c20d894,13,13,False,False
652,t3.nano,t3.nano,i-t3-nano-0f02fa49,i-t3-nano-0f02fa49,13,13,False,False
653,t3.nano,t3.nano,i-t3-nano-7d18c445,i-t3-nano-7d18c445,13,13,False,False
654,t3.nano,t3.nano,i-t3-nano-d77d9949,i-t3-nano-d77d9949,13,13,False,False
655,t3.nano,t3.nano,i-t3-nano-1a0c6a7f,i-t3-nano-1a0c6a7f,13,13,False,False
656,t3.nano,t3.nano,i-t3-nano-be13a3e8,i-t3-nano-be13a3e8,13,13,False,False
657,t3.nano,t3.nano,i-t3-nano-32dc3a51,i-t3-nano-32dc3a51,13,13,False,False
658,t3.nano,t3.nano,i-t3-nano-9d423682,i-t3-nano-9d423682,13,13,False,False
659,t3.nano,t3.nano,i-t3-nano-60a7a619,i-t3-nano-60a7a619,13,13,False,False
660,t3.nano,t3.nano,i-t3-nano-c9c3863b,i-t3-nano-c9c3863b,13,13,False,False
661,t3.nano,t3.nano,i-t3-nano-fee262f9,i-t3-nano-fee262f9,13,13,False,False
662,t3.nano,t3.nano,i-t3-nano-593dfeaa,i-t3-nano-593dfeaa,13,13,False,False
663,t3.nano,t3.nano,i-t3-nano-2b01647e,i-t3-nano-2b01647e,13,13,False,False
664,t3.nano,t3.nano,i-t3-nano-ddade58a,i-t3-nano-ddade58a,13,13,False,False
665,t3.nano,t3.nano,i-t3-nano-3ed70aa1,i-t3-nano-3ed70aa1,13,13,False,False
666,t3.nano,t3.nano,i-t3-nano-c3b2b481,i-t3-nano-c3b2b481,13,13,False,False
667,t3.nano,t3.nano,i-t3-nano-f86fbae5,i-t3-nano-f86fbae5,13,13,False,False
668,t3.nano,t3.nano,i-t3-nano-1dbdf031,i-t3-nano-1dbdf031,13,13,False,False
669,t3.nano,t3.nano,i-t3-nano-49667572,i-t3-nano-49667572,13,13,False,False
670,t3.nano,t3.nano,i-t3-nano-f26e8d17,i-t3-nano-f26e8d17,13,13,False,False
671,t3.nano,t3.nano,i-t3-nano-0ce9aca5,i-t3-nano-0ce9aca5,13,13,False,False
672,t3.nano,t3.nano,i-t3-nano-0a29080c,i-t3-nano-0a29080c,13,13,False,False
673,t3.nano,t3.nano,i-t3-nano-1dc7bb30,i-t3-nano-1dc7bb30,13,13,False,False
674,t3.nano,t3.nano,i-t3-nano-e085694c,i-t3-nano-e085694c,13,13,False,False
675,t3.nano,t3.nano,i-t3-nano-bca87f62,i-t3-nano-bca87f62,13,13,False,False
676,t3.nano,t3.nano,i-t3-nano-e4327ed6,i-t3-nano-e4327ed6,13,13,False,False
677,t3.nano,t3.nano,i-t3-nano-7e699d03,i-t3-nano-7e699d03,13,13,False,False
678,t3.nano,t3.nano,i-t3-nano-cb3befca,i-t3-nano-cb3befca,13,13,False,False
679,t3.nano,t3.nano,i-t3-nano-65c574fb,i-t3-nano-65c574fb,13,13,False,False
680,t3.nano,t3.nano,i-t3-nano-c26b20ef,i-t3-nano-c26b20ef,13,13,False,False
681,t3.nano,t3.nano,i-t3-nano-c8e3bb5d,i-t3-nano-c8e3bb5d,13,13,False,False
682,t3.nano,t3.nano,i-t3-nano-754fc4b6,i-t3-nano-754fc4b6,13,13,False,False
683,t3.nano,t3.nano,i-t3-nano-d34bfc9c,i-t3-nano-d34bfc9c,13,13,False,False
684,t3.nano,t3.nano,i-t3-nano-75e25791,i-t3-nano-75e25791,13,13,False,False
685,t3.nano,t3.nano,i-t3-nano-56682009,i-t3-nano-56682009,13,13,False,False
686,t3.nano,t3.nano,i-t3-nano-a28d141c,i-t3-nano-a28d141c,13,13,False,False
687,t3.nano,t3.nano,i-t3-nano-92d6aba4,i-t3-nano-92d6aba4,13,13,False,False
688,t3.nano,t3.nano,i-t3-nano-4c2915b3,i-t3-nano-4c2915b3,13,13,False,False
689,t3.nano,t3.nano,i-t3-nano-1015e353,i-t3-nano-1015e353,13,13,False,False
690,t3.nano,t3.nano,i-t3-nano-fbe2b792,i-t3-nano-fbe2b792,13,13,False,False
691,t3.nano,t3.nano,i-t3-nano-3894b4b7,i-t3-nano-3894b4b7,13,13,False,False
692,t3.nano,t3.nano,i-t3-nano-df2597c6,i-t3-nano-df2597c6,13,13,False,False
693,t3.nano,t3.nano,i-t3-nano-cf906057,i-t3-nano-cf906057,13,13,False,False
694,t3.nano,t3.nano,i-t3-nano-d64ea77f,i-t3-nano-d64ea77f,13,13,False,False
695,t3.nano,t3.nano,i-t3-nano-fb49b829,i-t3-nano-fb49b829,13,13,False,False
696,t3.nano,t3.nano,i-t3-nano-fbc3301f,i-t3-nano-fbc3301f,13,13,False,False
697,t3.nano,t3.nano,i-t3-nano-84096688,i-t3-nano-84096688,13,13,False,False
698,t3.nano,t3.nano,i-t3-nano-78f27eac,i-t3-nano-78f27eac,13,13,False,False
699,t3.nano,t3.nano,i-t3-nano-21e68a55,i-t3-nano-21e68a55,13,13,False,False
700,t3.nano,t3.nano,i-t3-nano-43896fee,i-t3-nano-43896fee,13,13,False,False
701,t3.nano,t3.nano,i-t3-nano-73cabccc,i-t3-nano-73cabccc,13,13,False,False
702,t3.nano,c5.2xlarge,i-t3-nano-6545a585,i-c5-2xlarge-e4f9ea9b,13,0,True,True
703,t3.nano,t3.nano,i-t3-nano-1df49cb2,i-t3-nano-1df49cb2,13,13,False,False
704,t3.nano,t3.nano,i-t3-nano-d33c6605,i-t3-nano-d33c6605,13,13,False,False
705,t3.nano,t3.nano,i-t3-nano-a9bab9e9,i-t3-nano-a9bab9e9,13,13,False,False
706,t3.nano,t3.nano,i-t3-nano-6e29e0d6,i-t3-nano-6e29e0d6,13,13,False,False
707,t3.nano,t3.nano,i-t3-nano-dc567b8e,i-t3-nano-dc567b8e,13,13,False,False
708,t3.nano,t3.nano,i-t3-nano-eed0299b,i-t3-nano-eed0299b,13,13,False,False
709,t3.nano,t3.nano,i-t3-nano-b5e751c0,i-t3-nano-b5e751c0,13,13,False,False
710,t3.nano,t3.nano,i-t3-nano-bff9696b,i-t3-nano-bff9696b,13,13,False,False
711,t3.nano,t3.nano,i-t3-nano-75e2e6c8,i-t3-nano-75e2e6c8,13,13,False,False
712,t3.nano,t3.nano,i-t3-nano-9979bed0,i-t3-nano-9979bed0,13,13,False,False
713,t3.nano,t3.nano,i-t3-nano-85a121e2,i-t3-nano-85a121e2,13,13,False,False
714,t3.nano,m5.2xlarge,i-t3-nano-767a3b9b,i-m5-2xlarge-63eb9311,13,3,True,True
715,t3.nano,t3.nano,i-t3-nano-fe5ed5bc,i-t3-nano-fe5ed5bc,13,13,False,False
716,t3.nano,c5.2xlarge,i-t3-nano-bd4021ea,i-c5-2xlarge-4d713189,13,0,True,True
717,t3.nano,t3.nano,i-t3-nano-73703484,i-t3-nano-73703484,13,13,False,False
718,t3.nano,t3.nano,i-t3-nano-a506ab83,i-t3-nano-a506ab83,13,13,False,False
719,t3.nano,t3.nano,i-t3-nano-a4007186,i-t3-nano-a4007186,13,13,False,False
720,t3.nano,t3.nano,i-t3-nano-a2c470a9,i-t3-nano-a2c470a9,13,13,False,False
721,t3.nano,t3.nano,i-t3-nano-96337fe8,i-t3-nano-96337fe8,13,13,False,False
722,t3.nano,t3.nano,i-t3-nano-2593f0c9,i-t3-nano-2593f0c9,13,13,False,False
723,t3.nano,t3.nano,i-t3-nano-752dd119,i-t3-nano-752dd119,13,13,False,False
724,t3.nano,t3.nano,i-t3-nano-bd56dfee,i-t3-nano-bd56dfee,13,13,False,False
725,t3.nano,t3.nano,i-t3-nano-8c8f98b7,i-t3-nano-8c8f98b7,13,13,False,False
726,t3.nano,t3.nano,i-t3-nano-3582e300,i-t3-nano-3582e300,13,13,False,False
727,t3.nano,t3.nano,i-t3-nano-c94fae6f,i-t3-nano-c94fae6f,13,13,False,False
728,t3.nano,t3.nano,i-t3-nano-646ee579,i-t3-nano-646ee579,13,13,False,False
729,t3.nano,t3.nano,i-t3-nano-bb120ac4,i-t3-nano-bb120ac4,13,13,False,False
730,t3.nano,t3.nano,i-t3-nano-1971ae27,i-t3-nano-1971ae27,13,13,False,False
731,t3.nano,t3.nano,i-t3-nano-9ec6b844,i-t3-nano-9ec6b844,13,13,False,False
732,t3.nano,t3.nano,i-t3-nano-45491835,i-t3-nano-45491835,13,13,False,False
733,t3.nano,t3.nano,i-t3-nano-62715101,i-t3-nano-62715101,13,13,False,False
734,t3.nano,t3.nano,i-t3-nano-83d91876,i-t3-nano-83d91876,13,13,False,False
735,t3.nano,t3.nano,i-t3-nano-3eeef74f,i-t3-nano-3eeef74f,13,13,False,False
736,t3.nano,t3.nano,i-t3-nano-4ebb8ff2,i-t3-nano-4ebb8ff2,13,13,False,False
737,t3.nano,t3.nano,i-t3-nano-ca0af6c5,i-t3-nano-ca0af6c5,13,13,False,False
738,t3.nano,t3.nano,i-t3-nano-069f1605,i-t3-nano-069f1605,13,13,False,False
739,t3.nano,t3.nano,i-t3-nano-b7062d98,i-t3-nano-b7062d98,13,13,False,False
740,t3.nano,t3.nano,i-t3-nano-17ba7386,i-t3-nano-17ba7386,13,13,False,False
741,t3.nano,t3.nano,i-t3-nano-4446643b,i-t3-nano-4446643b,13,13,False,False
742,t3.nano,t3.nano,i-t3-nano-3423ae0d,i-t3-nano-3423ae0d,13,13,False,False
743,t3.nano,t3.nano,i-t3-nano-3287434f,i-t3-nano-3287434f,13,13,False,False
744,t3.nano,t3.nano,i-t3-nano-9c911381,i-t3-nano-9c911381,13,13,False,False
745,t3.nano,t3.nano,i-t3-nano-ac76f71b,i-t3-nano-ac76f71b,13,13,False,False
746,t3.nano,t3.nano,i-t3-nano-ed098994,i-t3-nano-ed098994,13,13,False,False
747,t3.nano,t3.nano,i-t3-nano-34c18867,i-t3-nano-34c18867,13,13,False,False
748,t3.nano,t3.nano,i-t3-nano-13666de1,i-t3-nano-13666de1,13,13,False,False
749,t3.nano,t3.nano,i-t3-nano-cdda5d5e,i-t3-nano-cdda5d5e,13,13,False,False
750,t3.micro,t2.micro,i-t3-micro-93502c6d,i-t2-micro-fa50c7ba,12,9,True,True
751,t3.micro,t3.micro,i-t3-micro-5a5a7eb2,i-t3-micro-5a5a7eb2,12,12,False,False
752,t3.micro,t3.micro,i-t3-micro-30739a9f,i-t3-micro-30739a9f,12,12,False,False
753,t3.micro,t3.micro,i-t3-micro-c72c0407,i-t3-micro-c72c0407,12,12,False,False
754,t3.micro,t3.micro,i-t3-micro-acbec26c,i-t3-micro-acbec26c,12,12,False,False
755,t3.micro,t3.micro,i-t3-micro-8ef30f0e,i-t3-micro-8ef30f0e,12,12,False,False
756,t3.micro,t3.micro,i-t3-micro-113c41a6,i-t3-micro-113c41a6,12,12,False,False
757,t3.micro,t3.micro,i-t3-micro-7c4b3705,i-t3-micro-7c4b3705,12,12,False,False
758,t3.micro,t3.micro,i-t3-micro-092ff1a6,i-t3-micro-092ff1a6,12,12,False,False
759,t3.micro,t3.micro,i-t3-micro-dc304df5,i-t3-micro-dc304df5,12,12,False,False
760,t3.micro,t3.micro,i-t3-micro-87429036,i-t3-micro-87429036,12,12,False,False
761,t3.micro,t3.micro,i-t3-micro-b9bc5609,i-t3-micro-b9bc5609,12,12,False,False
762,t3.micro,t3.micro,i-t3-micro-3f22515a,i-t3-micro-3f22515a,12,12,False,False
763,t3.micro,t3.micro,i-t3-micro-467221e4,i-t3-micro-467221e4,12,12,False,False
764,t3.micro,t3.micro,i-t3-micro-449ea056,i-t3-micro-449ea056,12,12,False,False
765,t3.micro,t3.micro,i-t3-micro-789b4e2b,i-t3-micro-789b4e2b,12,12,False,False
766,t3.micro,t3.micro,i-t3-micro-96dfedbe,i-t3-micro-96dfedbe,12,12,False,False
767,t3.micro,t3.micro,i-t3-micro-4fbeec60,i-t3-micro-4fbeec60,12,12,False,False
768,t3.micro,t3.micro,i-t3-micro-299a4cb0,i-t3-micro-299a4cb0,12,12,False,False
769,t3.micro,t3.micro,i-t3-micro-2a502c5a,i-t3-micro-2a502c5a,12,12,False,False
770,t3.micro,t3.micro,i-t3-micro-f4dd7c8b,i-t3-micro-f4dd7c8b,12,12,False,False
771,t3.micro,t3.micro,i-t3-micro-e446d93f,i-t3-micro-e446d93f,12,12,False,False
772,t3.micro,t3.micro,i-t3-micro-2fde329d,i-t3-micro-2fde329d,12,12,False,False
773,t3.micro,t3.micro,i-t3-micro-c23f013f,i-t3-micro-c23f013f,12,12,False,False
774,t3.micro,t3.micro,i-t3-micro-ea1baef5,i-t3-micro-ea1baef5,12,12,False,False
775,t3.micro,t3.micro,i-t3-micro-58e5f259,i-t3-micro-58e5f259,12,12,False,False
776,t3.micro,t3.micro,i-t3-micro-4b060da4,i-t3-micro-4b060da4,12,12,False,False
777,t3.micro,t3.micro,i-t3-micro-c30404be,i-t3-micro-c30404be,12,12,False,False
778,t3.micro,t3.micro,i-t3-micro-5fb60925,i-t3-micro-5fb60925,12,12,False,False
779,t3.micro,t3.micro,i-t3-micro-ced0067e,i-t3-micro-ced0067e,12,12,False,False
780,t3.micro,t3.micro,i-t3-micro-babd0f46,i-t3-micro-babd0f46,12,12,False,False
781,t3.micro,t3.micro,i-t3-micro-ec6de4ba,i-t3-micro-ec6de4ba,12,12,False,False
782,t3.micro,t3.micro,i-t3-micro-90bf17e9,i-t3-micro-90bf17e9,12,12,False,False
783,t3.micro,t3.micro,i-t3-micro-144b3ad2,i-t3-micro-144b3ad2,12,12,False,False
784,t3.micro,t3.micro,i-t3-micro-b4c9aa9f,i-t3-micro-b4c9aa9f,12,12,False,False
785,t3.micro,t3.micro,i-t3-micro-81986080,i-t3-micro-81986080,12,12,False,False
786,t3.micro,t3.micro,i-t3-micro-ea51dc8d,i-t3-micro-ea51dc8d,12,12,False,False
787,t3.micro,t3.micro,i-t3-micro-23cdb87c,i-t3-micro-23cdb87c,12,12,False,False
788,t3.micro,t3.micro,i-t3-micro-91e90a18,i-t3-micro-91e90a18,12,12,False,False
789,t3.micro,t3.micro,i-t3-micro-ee21a761,i-t3-micro-ee21a761,12,12,False,False
790,t3.micro,t3.micro,i-t3-micro-1b65d03f,i-t3-micro-1b65d03f,12,12,False,False
791,t3.micro,t3.micro,i-t3-micro-d54d5f91,i-t3-micro-d54d5f91,12,12,False,False
792,t3.micro,t3.micro,i-t3-micro-ccb76384,i-t3-micro-ccb76384,12,12,False,False
793,t3.micro,t3.micro,i-t3-micro-872854a1,i-t3-micro-872854a1,12,12,False,False
794,t3.micro,t3.micro,i-t3-micro-7c50b495,i-t3-micro-7c50b495,12,12,False,False
795,t3.micro,t3.micro,i-t3-micro-4b3a08b2,i-t3-micro-4b3a08b2,12,12,False,False
796,t3.micro,t3.micro,i-t3-micro-9e58d9e5,i-t3-micro-9e58d9e5,12,12,False,False
797,t3.micro,t3.micro,i-t3-micro-122d3540,i-t3-micro-122d3540,12,12,False,False
798,t3.micro,t3.micro,i-t3-micro-7a57e461,i-t3-micro-7a57e461,12,12,False,False
799,t3.micro,t3.micro,i-t3-micro-3fc26904,i-t3-micro-3fc26904,12,12,False,False
800,t3.micro,t3.micro,i-t3-micro-26d19450,i-t3-micro-26d19450,12,12,False,False
801,t3.micro,t3.micro,i-t3-micro-f4caf233,i-t3-micro-f4caf233,12,12,False,False
802,t3.micro,t3.micro,i-t3-micro-620d8a2b,i-t3-micro-620d8a2b,12,12,False,False
803,t3.micro,t3.micro,i-t3-micro-691e63e6,i-t3-micro-691e63e6,12,12,False,False
804,t3.micro,t3.micro,i-t3-micro-c60ee779,i-t3-micro-c60ee779,12,12,False,False
805,t3.micro,t3.micro,i-t3-micro-44db43a6,i-t3-micro-44db43a6,12,12,False,False
806,t3.micro,t3.micro,i-t3-micro-8d78fd99,i-t3-micro-8d78fd99,12,12,False,False
807,t3.micro,t3.micro,i-t3-micro-c6c8c4be,i-t3-micro-c6c8c4be,12,12,False,False
808,t3.micro,t3.micro,i-t3-micro-3b44bb57,i-t3-micro-3b44bb57,12,12,False,False
809,t3.micro,t3.micro,i-t3-micro-efdda7f9,i-t3-micro-efdda7f9,12,12,False,False
810,t3.micro,t3.micro,i-t3-micro-9747ea1a,i-t3-micro-9747ea1a,12,12,False,False
811,t3.micro,t3.micro,i-t3-micro-f93f77e8,i-t3-micro-f93f77e8,12,12,False,False
812,t3.micro,t3.micro,i-t3-micro-254fff2d,i-t3-micro-254fff2d,12,12,False,False
813,t3.micro,t3.micro,i-t3-micro-347573c0,i-t3-micro-347573c0,12,12,False,False
814,t3.micro,t3.micro,i-t3-micro-d54bccf9,i-t3-micro-d54bccf9,12,12,False,False
815,t3.micro,t3.micro,i-t3-micro-66669da9,i-t3-micro-66669da9,12,12,False,False
816,t3.micro,t3.micro,i-t3-micro-ec42aa5b,i-t3-micro-ec42aa5b,12,12,False,False
817,t3.micro,t3.micro,i-t3-micro-f740565e,i-t3-micro-f740565e,12,12,False,False
818,t3.micro,t3.micro,i-t3-micro-a82f8085,i-t3-micro-a82f8085,12,12,False,False
819,t3.micro,t3.micro,i-t3-micro-f80a0a9e,i-t3-micro-f80a0a9e,12,12,False,False
820,t3.micro,t3.micro,i-t3-micro-fc55155e,i-t3-micro-fc55155e,12,12,False,False
821,t3.micro,t3.nano,i-t3-micro-ef04a469,i-t3-nano-29fbf31f,12,13,True,True
822,t3.micro,t3.micro,i-t3-micro-19d4b9ef,i-t3-micro-19d4b9ef,12,12,False,False
823,t3.micro,t3.micro,i-t3-micro-4b116e00,i-t3-micro-4b116e00,12,12,False,False
824,t3.micro,t3.micro,i-t3-micro-c446a75e,i-t3-micro-c446a75e,12,12,False,False
825,t3.micro,t3.micro,i-t3-micro-5b4415d3,i-t3-micro-5b4415d3,12,12,False,False
826,t3.micro,t3.micro,i-t3-micro-b7fa032b,i-t3-micro-b7fa032b,12,12,False,False
827,t3.micro,t3.micro,i-t3-micro-f9c592b3,i-t3-micro-f9c592b3,12,12,False,False
828,t3.micro,t3.micro,i-t3-micro-86d2c34a,i-t3-micro-86d2c34a,12,12,False,False
829,t3.micro,t2.micro,i-t3-micro-22737009,i-t2-micro-0ac87104,12,9,True,True
830,t3.micro,t3.micro,i-t3-micro-731714cc,i-t3-micro-731714cc,12,12,False,False
831,t3.micro,t3.micro,i-t3-micro-48949310,i-t3-micro-48949310,12,12,False,False
832,t3.micro,t3.micro,i-t3-micro-f62b8945,i-t3-micro-f62b8945,12,12,False,False
833,t3.micro,t3.micro,i-t3-micro-0f9f5cd4,i-t3-micro-0f9f5cd4,12,12,False,False
834,t3.micro,t3.micro,i-t3-micro-6feaaf9c,i-t3-micro-6feaaf9c,12,12,False,False
835,t3.micro,t3.micro,i-t3-micro-89ea976d,i-t3-micro-89ea976d,12,12,False,False
836,t3.micro,t3.micro,i-t3-micro-53ececd0,i-t3-micro-53ececd0,12,12,False,False
837,t3.micro,t3.micro,i-t3-micro-ea64a5df,i-t3-micro-ea64a5df,12,12,False,False
838,t3.micro,t3.micro,i-t3-micro-2e7b1c76,i-t3-micro-2e7b1c76,12,12,False,False
839,t3.micro,t3.micro,i-t3-micro-d04d83c7,i-t3-micro-d04d83c7,12,12,False,False
840,t3.micro,t3.micro,i-t3-micro-7297a01d,i-t3-micro-7297a01d,12,12,False,False
841,t3.micro,t3.micro,i-t3-micro-0ecee0f1,i-t3-micro-0ecee0f1,12,12,False,False
842,t3.micro,t3.micro,i-t3-micro-82758ab6,i-t3-micro-82758ab6,12,12,False,False
843,t3.micro,t3.micro,i-t3-micro-711632b9,i-t3-micro-711632b9,12,12,False,False
844,t3.micro,t3.micro,i-t3-micro-de40de12,i-t3-micro-de40de12,12,12,False,False
845,t3.micro,t3.micro,i-t3-micro-2922548f,i-t3-micro-2922548f,12,12,False,False
846,t3.micro,t3.micro,i-t3-micro-8a5f567b,i-t3-micro-8a5f567b,12,12,False,False
847,t3.micro,t3.micro,i-t3-micro-ce8ae968,i-t3-micro-ce8ae968,12,12,False,False
848,t3.micro,t3.micro,i-t3-micro-27e8d8cc,i-t3-micro-27e8d8cc,12,12,False,False
